customerId,description,purchase_by_invoice,purchase_total_amount,purchase_streek,next_streek_purchase_amount,remaining_amount,is_eligible_customer,offer_eligibility
8784,PACK OF 12 RED RETROSPOT TISSUES ,3,132,4,500,368,1,8
8785,SOLDIERS EGG CUP ,3,1607,21,2200,593,1,42
8786,HEART IVORY TRELLIS SMALL,8,940,9,1000,60,1,18
8787,HEART FILIGREE DOVE  SMALL,7,100,0,100,0,1,0
8788,HEART FILIGREE DOVE LARGE,1,571,8,900,329,1,16
8789,PACK 3 BOXES BIRD PANNETONE ,10,567,8,900,333,1,16
8790,PACK 3 BOXES CHRISTMAS PANNETONE,8,1987,20,2100,113,1,40
8791,SMALL POPCORN HOLDER,5,115,10,1100,985,1,20
8792,PACK OF 60 PINK PAISLEY CAKE CASES,1,744,25,2600,1856,1,50
8793,SET OF 6 SOLDIER SKITTLES,8,1868,18,1900,32,1,36
8794,SWIRLY CIRCULAR RUBBERS IN BAG,9,717,22,2300,1583,1,44
8795,VINTAGE PAISLEY STATIONERY SET,4,327,12,1300,973,1,24
8796,PAPER CHAIN KIT VINTAGE CHRISTMAS,5,1908,23,2400,492,1,46
8797,SET/10 BLUE POLKADOT PARTY CANDLES,1,100,0,100,0,1,0
8798,RIBBON REEL SOCKS AND MITTENS,2,107,1,200,93,1,2
8799,67 CAKE CASES VINTAGE CHRISTMAS,7,1909,19,2000,91,1,38
8800,CHRISTMAS METAL TAGS ASSORTED ,6,539,23,2400,1861,1,46
8801,CHRISTMAS TREE T-LIGHT HOLDER,6,798,22,2300,1502,1,44
8802,STAR  T-LIGHT HOLDER ,3,454,7,800,346,1,14
8803,HEART T-LIGHT HOLDER ,5,212,24,2500,2288,1,48
8804,MINI FUNKY DESIGN TAPES,4,100,0,100,0,1,0
8805,SET OF 6 T-LIGHTS SNOWMEN,10,396,16,1700,1304,1,32
8806,STAR WOODEN CHRISTMAS DECORATION,4,1170,25,2600,1430,1,50
8807,WOODEN HEART CHRISTMAS SCANDINAVIAN,9,239,7,800,561,1,14
8808,CHRISTMAS RETROSPOT TREE WOOD,5,1372,16,1700,328,1,32
8809,SET OF 6 T-LIGHTS SANTA,4,155,21,2200,2045,1,42
8810,SET/9 CHRISTMAS T-LIGHTS SCENTED ,3,674,17,1800,1126,1,34
8811,BLUE ROSE FABRIC MIRROR,5,416,18,1900,1484,1,36
8812,THREE CANVAS LUGGAGE TAGS,1,806,17,1800,994,1,34
8813,RETROSPOT PARTY BAG + STICKER SET,3,1271,16,1700,429,1,32
8814,PLASTERS IN TIN VINTAGE PAISLEY ,8,1777,20,2100,323,1,40
8815,RETROSPOT SMALL TUBE MATCHES,9,210,21,2200,1990,1,42
8816,HAND WARMER SCOTTY DOG DESIGN,7,528,22,2300,1772,1,44
8817,3D CHRISTMAS STAMPS STICKERS ,1,636,6,700,64,1,12
8818,HAND WARMER SCOTTY DOG DESIGN,6,1117,24,2500,1383,1,48
8819,HAND WARMER SCOTTY DOG DESIGN,3,735,25,2600,1865,1,50
8820,CLOTHES PEGS RETROSPOT PACK 31,1,982,20,2100,1118,1,40
8821,43 FOIL HEART CAKE CASES,3,457,12,1300,843,1,24
8822,CHRISTMAS METAL TAGS ASSORTED ,6,1019,19,2000,981,1,38
8823,PACK OF 6 SWEETIE GIFT BOXES,6,355,12,1300,945,1,24
8824,PACK OF 72 RETROSPOT CAKE CASES,3,146,2,300,154,1,4
8825,PACK OF 72 RETROSPOT CAKE CASES,8,123,1,200,77,1,2
8826,PACK OF 6 BIRDY GIFT TAGS,2,960,9,1000,40,1,18
8827,SET/10 RED POLKADOT PARTY CANDLES,10,100,0,100,0,1,0
8828,SET/10 PINK POLKADOT PARTY CANDLES,5,658,6,700,42,1,12
8829,SET OF 3 NOTEBOOKS IN PARCEL,10,1050,15,1600,550,1,30
8830,STAR  T-LIGHT HOLDER ,4,200,1,200,0,1,2
8831,CINAMMON SET OF 9 T-LIGHTS,10,198,17,1800,1602,1,34
8832,ORANGE SCENTED SET/9 T-LIGHTS,1,204,5,600,396,1,10
8833,RIBBON REEL STRIPES DESIGN ,4,519,20,2100,1581,1,40
8834,SET OF 2 TINS JARDIN DE PROVENCE,1,185,20,2100,1915,1,40
8835,MAKE YOUR OWN PLAYTIME CARD KIT,5,798,7,800,2,1,14
8836,DINOSAURS  WRITING SET ,6,391,14,1500,1109,1,28
8837,BALLOONS  WRITING SET ,2,1240,22,2300,1060,1,44
8838,SKULLS WRITING SET ,6,512,5,600,88,1,10
8839,VINTAGE PAISLEY STATIONERY SET,5,115,13,1400,1285,1,26
8840,COSY SLIPPER SHOES SMALL  RED ,5,653,9,1000,347,1,18
8841,DOORMAT BLACK FLOCK ,7,1491,16,1700,209,1,32
8842,JUMBO  BAG BAROQUE BLACK WHITE,5,579,21,2200,1621,1,42
8843,JAM MAKING SET WITH JARS,8,1061,20,2100,1039,1,40
8844,ORANGE SCENTED SET/9 T-LIGHTS,2,870,10,1100,230,1,20
8845,CINAMMON SET OF 9 T-LIGHTS,10,1143,20,2100,957,1,40
8846,HAND WARMER SCOTTY DOG DESIGN,5,392,22,2300,1908,1,44
8847,CHRISTMAS DECOUPAGE CANDLE,1,154,4,500,346,1,8
8848,HEART T-LIGHT HOLDER ,2,1639,20,2100,461,1,40
8849,GROW YOUR OWN BASIL IN ENAMEL MUG,9,321,12,1300,979,1,24
8850,OFFICE MUG WARMER POLKADOT,7,528,13,1400,872,1,26
8851,SMALL POPCORN HOLDER,2,1016,12,1300,284,1,24
8852,JUMBO BAG DOLLY GIRL DESIGN,5,226,5,600,374,1,10
8853,JAM MAKING SET WITH JARS,7,185,3,400,215,1,6
8854,JAM MAKING SET PRINTED,1,573,7,800,227,1,14
8855,SMALL GLASS HEART TRINKET POT,2,435,6,700,265,1,12
8856,RED WOOLLY HOTTIE WHITE HEART.,9,895,10,1100,205,1,20
8857,BLACK RECORD COVER FRAME,3,1034,12,1300,266,1,24
8858,"RECORD FRAME 7"" SINGLE SIZE ",7,239,25,2600,2361,1,50
8859,43 PENCILS TUBE RED RETROSPOT,5,2012,22,2300,288,1,44
8860,43 PENCILS TUBE WOODLAND,1,1766,24,2500,734,1,48
8861,SET OF 6 SOLDIER SKITTLES,6,379,15,1600,1221,1,30
8862,ROCKING HORSE RED CHRISTMAS ,7,1264,12,1300,36,1,24
8863,CHRISTMAS GINGHAM HEART,8,201,6,700,499,1,12
8864,CHRISTMAS GINGHAM STAR,4,400,4,500,100,1,8
8865,HAND WARMER UNION JACK,7,1343,15,1600,257,1,30
8866,HAND WARMER RED RETROSPOT,5,2062,22,2300,238,1,44
8867,REGENCY CAKESTAND 3 TIER,8,100,0,100,0,1,0
8868,JUMBO SHOPPER VINTAGE RED PAISLEY,2,678,6,700,22,1,12
8869,RIBBON REEL SNOWY VILLAGE,7,103,2,300,197,1,4
8870,VINTAGE UNION JACK BUNTING,5,1048,10,1100,52,1,20
8871,JAM MAKING SET WITH JARS,2,506,19,2000,1494,1,38
8872,RIBBON REEL STRIPES DESIGN ,4,352,5,600,248,1,10
8873,RETRO LONGBOARD IRONING BOARD COVER,4,432,7,800,368,1,14
8874,3D DOG PICTURE PLAYING CARDS,3,1136,15,1600,464,1,30
8875,RETROSPOT CIGAR BOX MATCHES ,5,676,17,1800,1124,1,34
8876,SET/9 CHRISTMAS T-LIGHTS SCENTED ,9,296,15,1600,1304,1,30
8877,ROTATING SILVER ANGELS T-LIGHT HLDR,3,545,5,600,55,1,10
8878,ROTATING SILVER ANGELS T-LIGHT HLDR,1,2202,22,2300,98,1,44
8879,SAVE THE PLANET COTTON TOTE BAG,1,100,0,100,0,1,0
8880,SET OF 20 VINTAGE CHRISTMAS NAPKINS,6,167,2,300,133,1,4
8881,PAPER BUNTING WHITE LACE,6,1882,22,2300,418,1,44
8882,GENTLEMAN SHIRT REPAIR KIT ,6,857,17,1800,943,1,34
8883,CARD I LOVE LONDON ,10,1373,21,2200,827,1,42
8884,PAPER CHAIN KIT VINTAGE CHRISTMAS,6,464,8,900,436,1,16
8885,MIRRORED WALL ART FOXY,9,1421,18,1900,479,1,36
8886,MIRRORED WALL ART GENTS,2,1352,14,1500,148,1,28
8887,AIRLINE BAG VINTAGE JET SET WHITE,4,1633,18,1900,267,1,36
8888,JAM MAKING SET PRINTED,10,113,3,400,287,1,6
8889,POTTING SHED SOW 'N' GROW SET,10,1718,17,1800,82,1,34
8890,BABUSHKA LIGHTS STRING OF 17,5,1569,22,2300,731,1,44
8891,REX CASH+CARRY JUMBO SHOPPER,10,127,2,300,173,1,4
8892,AIRLINE BAG VINTAGE WORLD CHAMPION ,8,171,2,300,129,1,4
8893,HAND WARMER BIRD DESIGN,10,2283,23,2400,117,1,46
8894,CHRISTMAS CRAFT LITTLE FRIENDS,7,100,0,100,0,1,0
8895,PINK HEARTS PAPER GARLAND,5,480,14,1500,1020,1,28
8896,POTTING SHED SEED ENVELOPES,8,191,13,1400,1209,1,26
8897,HI TEC ALPINE HAND WARMER,4,2113,23,2400,287,1,46
8898,FELTCRAFT CHRISTMAS FAIRY,10,100,0,100,0,1,0
8899,HI TEC ALPINE HAND WARMER,10,425,6,700,275,1,12
8900,ROTATING SILVER ANGELS T-LIGHT HLDR,2,1191,12,1300,109,1,24
8901,10 STRIPEY MICE FELTCRAFT,10,974,25,2600,1626,1,50
8902,FELTCRAFT 6 FLOWER FRIENDS,3,1747,20,2100,353,1,40
8903,CHRISTMAS CRAFT LITTLE FRIENDS,7,470,6,700,230,1,12
8904,VINTAGE UNION JACK CUSHION COVER,9,592,6,700,108,1,12
8905,POLYESTER FILLER PAD 45x45cm,2,185,9,1000,815,1,18
8906,DOLLY GIRL LUNCH BOX,2,770,9,1000,230,1,18
8907,PACK OF 12 LONDON TISSUES ,8,147,8,900,753,1,16
8908,CARD DOLLY GIRL ,2,546,5,600,54,1,10
8909,CARD BILLBOARD FONT,10,1511,18,1900,389,1,36
8910,RAINY LADIES BIRTHDAY CARD,7,429,5,600,171,1,10
8911,GREY HEART HOT WATER BOTTLE,10,1294,16,1700,406,1,32
8912,RED WOOLLY HOTTIE WHITE HEART.,4,739,22,2300,1561,1,44
8913,RED WHITE SCARF  HOT WATER BOTTLE,6,171,4,500,329,1,8
8914, SET 2 TEA TOWELS I LOVE LONDON ,10,1321,20,2100,779,1,40
8915,SET OF 2 TEA TOWELS APPLE AND PEARS,5,1403,18,1900,497,1,36
8916,SET/2 RED RETROSPOT TEA TOWELS ,3,865,10,1100,235,1,20
8917,LOVE BUILDING BLOCK WORD,7,843,18,1900,1057,1,36
8918,HOME BUILDING BLOCK WORD,1,576,5,600,24,1,10
8919,ASSORTED COLOUR BIRD ORNAMENT,1,100,0,100,0,1,0
8920,LANTERN CREAM GAZEBO ,4,1153,13,1400,247,1,26
8921,BLUE BIRDHOUSE DECORATION,5,100,0,100,0,1,0
8922,WHITE HANGING HEART T-LIGHT HOLDER,5,277,3,400,123,1,6
8923,REGENCY CAKESTAND 3 TIER,8,487,21,2200,1713,1,42
8924,ANTIQUE SILVER TEA GLASS ENGRAVED,3,1293,12,1300,7,1,24
8925,AGED GLASS SILVER T-LIGHT HOLDER,2,379,10,1100,721,1,20
8926,JAM MAKING SET WITH JARS,6,505,5,600,95,1,10
8927,HAND WARMER OWL DESIGN,5,243,18,1900,1657,1,36
8928,SET OF 2 WOODEN MARKET CRATES,7,545,23,2400,1855,1,46
8929,SET OF 6 T-LIGHTS TOADSTOOLS,3,354,6,700,346,1,12
8930,HAND WARMER UNION JACK,10,1641,18,1900,259,1,36
8931,HAND WARMER SCOTTY DOG DESIGN,9,1829,20,2100,271,1,40
8932,CLASSIC FRENCH STYLE BASKET NATURAL,2,395,5,600,205,1,10
8933,CRAZY DAISY HEART DECORATION,8,216,2,300,84,1,4
8934,GIN + TONIC DIET METAL SIGN,1,159,3,400,241,1,6
8935,IVORY GIANT GARDEN THERMOMETER,1,994,18,1900,906,1,36
8936,CARD HOLDER GINGHAM HEART,8,1330,14,1500,170,1,28
8937,SMALL STRIPES CHOCOLATE GIFT BAG ,7,1564,25,2600,1036,1,50
8938,S/6 WOODEN SKITTLES IN COTTON BAG,4,1487,15,1600,113,1,30
8939,HAND WARMER RED RETROSPOT,9,1598,20,2100,502,1,40
8940,HAND WARMER UNION JACK,7,1173,16,1700,527,1,32
8941,FRENCH WC SIGN BLUE METAL,1,326,8,900,574,1,16
8942,PINK UNION JACK  LUGGAGE TAG,8,477,8,900,423,1,16
8943,"TRAY, BREAKFAST IN BED",5,225,5,600,375,1,10
8944,PIZZA PLATE IN BOX,7,1000,11,1200,200,1,22
8945,HEART OF WICKER LARGE,2,262,9,1000,738,1,18
8946,PINK HEART DOTS HOT WATER BOTTLE,10,267,5,600,333,1,10
8947,PLACE SETTING WHITE HEART,8,760,9,1000,240,1,18
8948,SET OF 4 NAPKIN CHARMS LEAVES   ,2,281,2,300,19,1,4
8949,SET OF 4 NAPKIN CHARMS STARS   ,8,1318,23,2400,1082,1,46
8950,SET OF 4 NAPKIN CHARMS CUTLERY,8,189,5,600,411,1,10
8951,CARAVAN SQUARE TISSUE BOX,7,1210,20,2100,890,1,40
8952,PLASTERS IN TIN SKULLS,7,264,3,400,136,1,6
8953,PLASTERS IN TIN SPACEBOY,6,169,3,400,231,1,6
8954,BUTTON BOX ,3,384,12,1300,916,1,24
8955,PLASTERS IN TIN VINTAGE PAISLEY ,10,1791,17,1800,9,1,34
8956,19 MESSAGE CARDS WITH ENVELOPES,1,225,2,300,75,1,4
8957,SMALL RED BABUSHKA NOTEBOOK ,4,841,17,1800,959,1,34
8958,CUPCAKE LACE PAPER SET 13,5,1859,21,2200,341,1,42
8959,PACK 3 BOXES CHRISTMAS PANNETONE,4,159,1,200,41,1,2
8960,HERB MARKER MINT,8,600,6,700,100,1,12
8961,HERB MARKER ROSEMARY,3,139,1,200,61,1,2
8962,HERB MARKER BASIL,9,1480,25,2600,1120,1,50
8963,HERB MARKER CHIVES ,4,208,5,600,392,1,10
8964,HERB MARKER PARSLEY,1,196,1,200,4,1,2
8965,HERB MARKER THYME,1,1532,17,1800,268,1,34
8966,WHITE HANGING HEART T-LIGHT HOLDER,5,173,3,400,227,1,6
8967,METAL MERRY CHRISTMAS WREATH,9,399,17,1800,1401,1,34
8968,WHITE CHRISTMAS GARLAND STARS TREES,5,1212,12,1300,88,1,24
8969,RETROSPOT SMALL TUBE MATCHES,6,1482,21,2200,718,1,42
8970,RETROSPOT GIANT TUBE MATCHES,8,448,13,1400,952,1,26
8971,PLACE SETTING WHITE STAR,5,717,12,1300,583,1,24
8972,GROW YOUR OWN BASIL IN ENAMEL MUG,3,1610,18,1900,290,1,36
8973,43 FOIL STAR CAKE CASES ,10,440,20,2100,1660,1,40
8974,43 FOIL HEART CAKE CASES,4,576,6,700,124,1,12
8975,PACK OF 6 SWEETIE GIFT BOXES,1,372,6,700,328,1,12
8976,PACK OF 6 HANDBAG GIFT BOXES,10,1367,14,1500,133,1,28
8977,GARLAND WOODEN HAPPY EASTER,9,105,13,1400,1295,1,26
8978,CALENDAR PAPER CUT DESIGN,4,241,5,600,359,1,10
8979,CALENDAR IN SEASON DESIGN,3,2020,25,2600,580,1,50
8980,SMALL POPCORN HOLDER,6,1044,21,2200,1156,1,42
8981,BLUE PAISLEY TISSUE BOX,4,592,15,1600,1008,1,30
8982,HEART OF WICKER SMALL,1,1825,18,1900,75,1,36
8983,SKULLS SQUARE TISSUE BOX,2,356,4,500,144,1,8
8984,SKULLS SQUARE TISSUE BOX,10,610,9,1000,390,1,18
8985,WHITE HANGING HEART T-LIGHT HOLDER,5,302,5,600,298,1,10
8986,WHITE METAL LANTERN,2,267,3,400,133,1,6
8987,CREAM CUPID HEARTS COAT HANGER,8,426,11,1200,774,1,22
8988,KNITTED UNION FLAG HOT WATER BOTTLE,9,1839,21,2200,361,1,42
8989,RED WOOLLY HOTTIE WHITE HEART.,8,1286,24,2500,1214,1,48
8990,SET 7 BABUSHKA NESTING BOXES,7,114,6,700,586,1,12
8991,GLASS STAR FROSTED T-LIGHT HOLDER,2,1827,25,2600,773,1,50
8992,HAND WARMER UNION JACK,4,1950,22,2300,350,1,44
8993,HAND WARMER RED POLKA DOT,7,419,6,700,281,1,12
8994,ASSORTED COLOUR BIRD ORNAMENT,1,235,2,300,65,1,4
8995,POPPY'S PLAYHOUSE BEDROOM ,7,1515,22,2300,785,1,44
8996,POPPY'S PLAYHOUSE KITCHEN,10,123,5,600,477,1,10
8997,FELTCRAFT PRINCESS CHARLOTTE DOLL,6,1650,18,1900,250,1,36
8998,IVORY KNITTED MUG COSY ,9,2494,24,2500,6,1,48
8999,BOX OF 6 ASSORTED COLOUR TEASPOONS,8,454,17,1800,1346,1,34
9000,BOX OF VINTAGE JIGSAW BLOCKS ,3,1147,20,2100,953,1,40
9001,BOX OF VINTAGE ALPHABET BLOCKS,6,1653,24,2500,847,1,48
9002,HOME BUILDING BLOCK WORD,2,1112,14,1500,388,1,28
9003,LOVE BUILDING BLOCK WORD,10,233,13,1400,1167,1,26
9004,RECIPE BOX WITH METAL HEART,4,554,5,600,46,1,10
9005,DOORMAT NEW ENGLAND,10,264,14,1500,1236,1,28
9006,JAM MAKING SET WITH JARS,8,116,6,700,584,1,12
9007,RED COAT RACK PARIS FASHION,7,1291,14,1500,209,1,28
9008,YELLOW COAT RACK PARIS FASHION,7,110,21,2200,2090,1,42
9009,BLUE COAT RACK PARIS FASHION,3,392,10,1100,708,1,20
9010,BATH BUILDING BLOCK WORD,10,162,5,600,438,1,10
9011,ALARM CLOCK BAKELIKE PINK,6,609,9,1000,391,1,18
9012,ALARM CLOCK BAKELIKE RED ,6,1581,19,2000,419,1,38
9013,ALARM CLOCK BAKELIKE GREEN,3,357,3,400,43,1,6
9014,PANDA AND BUNNIES STICKER SHEET,5,429,7,800,371,1,14
9015,STARS GIFT TAPE ,5,159,24,2500,2341,1,48
9016,INFLATABLE POLITICAL GLOBE ,1,1098,11,1200,102,1,22
9017,VINTAGE HEADS AND TAILS CARD GAME ,6,888,21,2200,1312,1,42
9018,SET/2 RED RETROSPOT TEA TOWELS ,7,208,3,400,192,1,6
9019,ROUND SNACK BOXES SET OF4 WOODLAND ,2,715,15,1600,885,1,30
9020,SPACEBOY LUNCH BOX ,3,106,1,200,94,1,2
9021,LUNCH BOX I LOVE LONDON,1,136,1,200,64,1,2
9022,CIRCUS PARADE LUNCH BOX ,7,1520,16,1700,180,1,32
9023,CHARLOTTE BAG DOLLY GIRL DESIGN,2,678,6,700,22,1,12
9024,RED TOADSTOOL LED NIGHT LIGHT,1,1134,14,1500,366,1,28
9025, SET 2 TEA TOWELS I LOVE LONDON ,5,447,23,2400,1953,1,46
9026,VINTAGE SEASIDE JIGSAW PUZZLES,4,209,7,800,591,1,14
9027,MINI JIGSAW CIRCUS PARADE ,9,602,9,1000,398,1,18
9028,MINI JIGSAW SPACEBOY,9,1968,24,2500,532,1,48
9029,MINI PAINT SET VINTAGE ,2,833,12,1300,467,1,24
9030,POSTAGE,3,100,0,100,0,1,0
9031,PAPER CHAIN KIT 50'S CHRISTMAS ,7,297,3,400,103,1,6
9032,HAND WARMER RED POLKA DOT,1,534,6,700,166,1,12
9033,HAND WARMER UNION JACK,4,544,9,1000,456,1,18
9034,WHITE HANGING HEART T-LIGHT HOLDER,7,394,19,2000,1606,1,38
9035,WHITE METAL LANTERN,2,201,7,800,599,1,14
9036,CREAM CUPID HEARTS COAT HANGER,1,135,8,900,765,1,16
9037,EDWARDIAN PARASOL RED,10,416,12,1300,884,1,24
9038,RETRO COFFEE MUGS ASSORTED,6,244,8,900,656,1,16
9039,SAVE THE PLANET MUG,4,856,23,2400,1544,1,46
9040,VINTAGE BILLBOARD DRINK ME MUG,7,100,0,100,0,1,0
9041,VINTAGE BILLBOARD LOVE/HATE MUG,7,818,24,2500,1682,1,48
9042,WOOD 2 DRAWER CABINET WHITE FINISH,10,784,10,1100,316,1,20
9043,WOOD S/3 CABINET ANT WHITE FINISH,9,100,0,100,0,1,0
9044,WOODEN PICTURE FRAME WHITE FINISH,5,619,15,1600,981,1,30
9045,WOODEN FRAME ANTIQUE WHITE ,2,231,23,2400,2169,1,46
9046,KNITTED UNION FLAG HOT WATER BOTTLE,3,129,3,400,271,1,6
9047,RED WOOLLY HOTTIE WHITE HEART.,5,166,15,1600,1434,1,30
9048,SET 7 BABUSHKA NESTING BOXES,2,1054,11,1200,146,1,22
9049,GLASS STAR FROSTED T-LIGHT HOLDER,6,100,0,100,0,1,0
9050,VICTORIAN SEWING BOX LARGE,7,1273,18,1900,627,1,36
9051,WHITE HANGING HEART T-LIGHT HOLDER,9,100,0,100,0,1,0
9052,WHITE METAL LANTERN,1,479,4,500,21,1,8
9053,CREAM CUPID HEARTS COAT HANGER,5,1353,25,2600,1247,1,50
9054,EDWARDIAN PARASOL RED,2,2258,22,2300,42,1,44
9055,RETRO COFFEE MUGS ASSORTED,8,100,0,100,0,1,0
9056,SAVE THE PLANET MUG,3,303,9,1000,697,1,18
9057,VINTAGE BILLBOARD DRINK ME MUG,2,2178,21,2200,22,1,42
9058,VINTAGE BILLBOARD LOVE/HATE MUG,4,646,21,2200,1554,1,42
9059,WOOD 2 DRAWER CABINET WHITE FINISH,2,310,12,1300,990,1,24
9060,WOOD S/3 CABINET ANT WHITE FINISH,8,1335,21,2200,865,1,42
9061,WOODEN PICTURE FRAME WHITE FINISH,9,189,7,800,611,1,14
9062,WOODEN FRAME ANTIQUE WHITE ,8,1492,20,2100,608,1,40
9063,KNITTED UNION FLAG HOT WATER BOTTLE,5,708,7,800,92,1,14
9064,RED WOOLLY HOTTIE WHITE HEART.,5,1318,13,1400,82,1,26
9065,SET 7 BABUSHKA NESTING BOXES,7,2081,23,2400,319,1,46
9066,GLASS STAR FROSTED T-LIGHT HOLDER,8,226,3,400,174,1,6
9067,HOT WATER BOTTLE TEA AND SYMPATHY,9,668,16,1700,1032,1,32
9068,RED HANGING HEART T-LIGHT HOLDER,10,611,6,700,89,1,12
9069,HAND WARMER RED POLKA DOT,4,1069,23,2400,1331,1,46
9070,HAND WARMER UNION JACK,10,841,12,1300,459,1,24
9071,JUMBO BAG PINK POLKADOT,7,1561,20,2100,539,1,40
9072,JUMBO  BAG BAROQUE BLACK WHITE,2,100,0,100,0,1,0
9073,JUMBO BAG CHARLIE AND LOLA TOYS,8,1539,17,1800,261,1,34
9074,STRAWBERRY CHARLOTTE BAG,2,136,5,600,464,1,10
9075,RED 3 PIECE RETROSPOT CUTLERY SET,4,576,8,900,324,1,16
9076,BLUE 3 PIECE POLKADOT CUTLERY SET,8,100,0,100,0,1,0
9077,SET/6 RED SPOTTY PAPER PLATES,9,419,24,2500,2081,1,48
9078,LUNCH BAG RED RETROSPOT,4,1101,22,2300,1199,1,44
9079,STRAWBERRY LUNCH BOX WITH CUTLERY,1,222,13,1400,1178,1,26
9080,LUNCH BOX WITH CUTLERY RETROSPOT ,10,802,19,2000,1198,1,38
9081,PACK OF 72 RETROSPOT CAKE CASES,2,594,5,600,6,1,10
9082,PACK OF 60 DINOSAUR CAKE CASES,4,1482,17,1800,318,1,34
9083,PACK OF 60 PINK PAISLEY CAKE CASES,9,358,10,1100,742,1,20
9084,68 TEATIME FAIRY CAKE CASES,8,1637,16,1700,63,1,32
9085,TOMATO CHARLIE+LOLA COASTER SET,1,1020,17,1800,780,1,34
9086,CHARLIE & LOLA WASTEPAPER BIN FLORA,5,122,1,200,78,1,2
9087,RED CHARLIE+LOLA PERSONAL DOORSIGN,9,429,8,900,471,1,16
9088,JUMBO STORAGE BAG SUKI,7,1259,19,2000,741,1,38
9089,JUMBO BAG PINK VINTAGE PAISLEY,6,1250,17,1800,550,1,34
9090,JAM MAKING SET PRINTED,1,987,21,2200,1213,1,42
9091,RETROSPOT TEA SET CERAMIC 11 PC ,7,193,1,200,7,1,2
9092,GIRLY PINK TOOL SET,3,461,18,1900,1439,1,36
9093,JUMBO SHOPPER VINTAGE RED PAISLEY,9,817,14,1500,683,1,28
9094,"AIRLINE LOUNGE,METAL SIGN",9,112,6,700,588,1,12
9095,WHITE SPOT RED CERAMIC DRAWER KNOB,4,548,17,1800,1252,1,34
9096,RED DRAWER KNOB ACRYLIC EDWARDIAN,10,539,8,900,361,1,16
9097,CLEAR DRAWER KNOB ACRYLIC EDWARDIAN,9,217,2,300,83,1,4
9098,PHOTO CLIP LINE,10,2072,21,2200,128,1,42
9099,FELT EGG COSY CHICKEN,6,123,1,200,77,1,2
9100,PIGGY BANK RETROSPOT ,4,1979,20,2100,121,1,40
9101,SKULL SHOULDER BAG,2,1671,19,2000,329,1,38
9102,YOU'RE CONFUSING ME METAL SIGN ,3,586,6,700,114,1,12
9103,COOK WITH WINE METAL SIGN ,10,981,24,2500,1519,1,48
9104,GIN + TONIC DIET METAL SIGN,10,942,21,2200,1258,1,42
9105,YELLOW BREAKFAST CUP AND SAUCER,7,857,25,2600,1743,1,50
9106,PINK BREAKFAST CUP AND SAUCER ,4,274,8,900,626,1,16
9107,PAPER CHAIN KIT 50'S CHRISTMAS ,1,100,0,100,0,1,0
9108,PAPER CHAIN KIT RETROSPOT,7,1435,23,2400,965,1,46
9109,SMALL HEART FLOWERS HOOK ,6,1234,12,1300,66,1,24
9110,PHOTO CLIP LINE,10,574,5,600,26,1,10
9111,TEA TIME DES TEA COSY,1,1010,17,1800,790,1,34
9112,FELT EGG COSY WHITE RABBIT ,5,2262,22,2300,38,1,44
9113,ZINC WILLIE WINKIE  CANDLE STICK,3,310,10,1100,790,1,20
9114,CERAMIC CHERRY CAKE MONEY BANK,10,784,13,1400,616,1,26
9115,RETROSPOT LARGE MILK JUG,5,819,15,1600,781,1,30
9116,SET OF 6 FUNKY BEAKERS,7,1028,11,1200,172,1,22
9117,EDWARDIAN PARASOL BLACK,1,2259,25,2600,341,1,50
9118,EDWARDIAN PARASOL NATURAL,6,123,1,200,77,1,2
9119,CERAMIC STRAWBERRY CAKE MONEY BANK,1,183,2,300,117,1,4
9120,BLUE OWL SOFT TOY,7,1332,13,1400,68,1,26
9121,BALLOON ART MAKE YOUR OWN FLOWERS,9,167,5,600,433,1,10
9122,RED TOADSTOOL LED NIGHT LIGHT,4,322,19,2000,1678,1,38
9123,GLASS CLOCHE SMALL,2,293,11,1200,907,1,22
9124,GUMBALL MONOCHROME COAT RACK,8,503,10,1100,597,1,20
9125,DOORMAT FANCY FONT HOME SWEET HOME,10,240,3,400,160,1,6
9126,Discount,8,112,3,400,288,1,6
9127,INFLATABLE POLITICAL GLOBE ,7,1741,24,2500,759,1,48
9128,VINTAGE SNAKES & LADDERS,7,235,25,2600,2365,1,50
9129,CHOCOLATE CALCULATOR,7,467,4,500,33,1,8
9130,JUMBO SHOPPER VINTAGE RED PAISLEY,4,1144,11,1200,56,1,22
9131,RECYCLING BAG RETROSPOT ,5,136,1,200,64,1,2
9132,TOY TIDY PINK POLKADOT,7,109,1,200,91,1,2
9133,ANTIQUE GLASS DRESSING TABLE POT,9,463,20,2100,1637,1,40
9134,ALARM CLOCK BAKELIKE GREEN,6,100,0,100,0,1,0
9135,IVORY GIANT GARDEN THERMOMETER,5,576,18,1900,1324,1,36
9136,11 TIER CAKE TIN GREEN AND CREAM,1,100,2,300,200,1,4
9137,11 TIER CAKE TIN RED AND CREAM,6,905,20,2100,1195,1,40
9138,SET 3 WICKER OVAL BASKETS W LIDS,2,613,25,2600,1987,1,50
9139,SET OF 3 COLOURED  FLYING DUCKS,1,419,4,500,81,1,8
9140,WOOD BLACK BOARD ANT WHITE FINISH,6,115,16,1700,1585,1,32
9141,COLOUR GLASS T-LIGHT HOLDER HANGING,8,722,11,1200,478,1,22
9142,HANGING METAL HEART LANTERN,10,217,16,1700,1483,1,32
